id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
26,1.2883,1.0962,1.1696,0.3273,1.5621,1.4106,0.9628,1.8142,0.705,1.208,1.9299,1.5402,1.091,1.7267,1.0507,1.5629,1.3986,0.192,1.4831,1.4204,0.7984,1.7249,2.3027,1.9572,1.8391
27,1.3298,1.1223,1.1985,0.2944,1.603,1.4447,0.9911,1.8227,0.7095,1.2221,1.929,1.5727,1.116,1.7423,1.0929,1.5955,1.4079,0.1683,1.5277,1.4501,0.8024,1.7389,2.3227,1.9691,1.8655
28,1.5553,1.3797,1.4377,0.3829,1.8419,1.5735,1.1082,1.969,0.9015,1.4558,1.9956,1.8217,1.369,1.895,1.2632,1.7364,1.593,0.2368,1.749,1.7071,0.9739,1.8762,2.5075,2.0666,2.0614
29,1.5218,1.4112,1.406,0.4636,1.8186,1.4743,0.9961,1.8716,0.8826,1.5076,1.8603,1.8,1.4349,1.7858,1.3008,1.6295,1.5411,0.2165,1.7461,1.7123,0.9262,1.7575,2.4174,1.9243,1.9751
30,1.6228,1.4654,1.5294,0.4659,1.9126,1.6209,1.1649,2.0645,1.0015,1.5414,2.0772,1.9095,1.4438,1.9859,1.2823,1.794,1.6934,0.3332,1.7997,1.7951,1.0742,1.9645,2.6017,2.1444,2.1503
31,1.6071,1.4595,1.5205,0.4726,1.8979,1.603,1.149,2.0617,1.0007,1.5406,2.0761,1.8995,1.4387,1.9793,1.2639,1.7776,1.6918,0.3281,1.7824,1.7873,1.0731,1.9579,2.5947,2.1372,2.1402
32,1.5937,1.4571,1.5145,0.4828,1.8857,1.5859,1.134,2.0605,1.0029,1.5432,2.0754,1.8924,1.4372,1.9742,1.2477,1.7621,1.6925,0.3262,1.7675,1.7826,1.0744,1.9527,2.5895,2.1307,2.1321
33,1.5805,1.4549,1.5087,0.4936,1.8736,1.5689,1.1192,2.0595,1.0054,1.5461,2.075,1.8855,1.4361,1.9694,1.2316,1.7468,1.6935,0.3256,1.7527,1.7782,1.0761,1.9476,2.5845,2.1243,2.1241
34,1.5675,1.453,1.5031,0.505,1.8617,1.552,1.1045,2.0587,1.0083,1.5493,2.0748,1.8788,1.4352,1.9647,1.2157,1.7315,1.6948,0.3263,1.7381,1.774,1.0782,1.9427,2.5796,2.1181,2.1163
35,1.5546,1.4514,1.4979,0.5169,1.85,1.5352,1.0901,2.0581,1.0117,1.5527,2.0749,1.8723,1.4346,1.9603,1.1999,1.7164,1.6963,0.3284,1.7235,1.77,1.0807,1.9381,2.5749,2.1121,2.1087
36,1.5419,1.4501,1.4928,0.5295,1.8384,1.5185,1.0759,2.0577,1.0155,1.5564,2.0751,1.8661,1.4343,1.956,1.1842,1.7014,1.698,0.3317,1.7091,1.7663,1.0835,1.9337,2.5703,2.1063,2.1013
37,1.5294,1.4491,1.4881,0.5425,1.827,1.5019,1.0618,2.0575,1.0197,1.5604,2.0755,1.86,1.4343,1.952,1.1687,1.6865,1.7001,0.3362,1.6948,1.7628,1.0868,1.9294,2.5659,2.1006,2.094
38,1.517,1.4484,1.4837,0.556,1.8157,1.4854,1.048,2.0575,1.0242,1.5646,2.0761,1.8541,1.4347,1.9482,1.1534,1.6717,1.7023,0.342,1.6807,1.7596,1.0904,1.9254,2.5617,2.0952,2.0869
39,1.5065,1.4478,1.4798,0.5674,1.8062,1.4714,1.0362,2.0572,1.028,1.5682,2.0763,1.8491,1.4351,1.9446,1.1408,1.6591,1.704,0.3473,1.6689,1.7568,1.0934,1.9217,2.5578,2.0902,2.0807
40,1.4945,1.4476,1.4758,0.5817,1.7952,1.4551,1.0229,2.0576,1.0333,1.5729,2.0773,1.8436,1.4359,1.9412,1.1258,1.6446,1.7067,0.3551,1.655,1.7539,1.0977,1.9181,2.5538,2.0851,2.0739
41,1.4827,1.4477,1.4722,0.5963,1.7844,1.4389,1.0097,2.0582,1.039,1.5779,2.0785,1.8384,1.4371,1.938,1.111,1.6302,1.7096,0.3639,1.6412,1.7514,1.1024,1.9147,2.5501,2.0802,2.0673
42,1.4711,1.4482,1.4688,0.6113,1.7738,1.4228,0.9969,2.059,1.0451,1.5831,2.0799,1.8333,1.4386,1.935,1.0964,1.6159,1.7128,0.3737,1.6277,1.749,1.1075,1.9115,2.5464,2.0755,2.061
43,1.4597,1.4489,1.4657,0.6267,1.7634,1.4069,0.9843,2.0601,1.0515,1.5886,2.0815,1.8285,1.4403,1.9322,1.0819,1.6018,1.7163,0.3843,1.6142,1.7469,1.113,1.9086,2.543,2.071,2.0548
44,1.4484,1.4499,1.4629,0.6423,1.7532,1.391,0.9719,2.0613,1.0584,1.5943,2.0834,1.8239,1.4424,1.9296,1.0677,1.5878,1.72,0.3958,1.6009,1.7451,1.1188,1.9058,2.5397,2.0667,2.0488
45,1.4374,1.4512,1.4603,0.6582,1.7431,1.3753,0.9599,2.0627,1.0655,1.6003,2.0854,1.8196,1.4447,1.9273,1.0537,1.574,1.7239,0.4079,1.5878,1.7435,1.1249,1.9033,2.5366,2.0626,2.043
46,1.4266,1.4528,1.4581,0.6744,1.7332,1.3598,0.9481,2.0644,1.0731,1.6066,2.0876,1.8154,1.4474,1.9252,1.0399,1.5603,1.7281,0.4208,1.5748,1.7421,1.1314,1.901,2.5336,2.0587,2.0373
47,1.4175,1.4542,1.4561,0.6879,1.7249,1.3465,0.9381,2.0654,1.0793,1.6118,2.0891,1.8118,1.4497,1.9231,1.0287,1.5486,1.7314,0.4317,1.564,1.7409,1.1367,1.8987,2.5308,2.055,2.0323
48,1.4071,1.4563,1.4544,0.7046,1.7154,1.3312,0.9269,2.0675,1.0874,1.6185,2.0917,1.8081,1.4529,1.9213,1.0153,1.5352,1.736,0.4456,1.5513,1.74,1.1438,1.8969,2.5281,2.0515,2.0271
49,1.397,1.4588,1.453,0.7214,1.7061,1.316,0.9161,2.0697,1.0959,1.6254,2.0945,1.8046,1.4563,1.9198,1.0022,1.522,1.7408,0.46,1.5389,1.7393,1.1513,1.8952,2.5256,2.0482,2.022
50,1.3871,1.4615,1.4519,0.7384,1.6969,1.301,0.9056,2.0721,1.1047,1.6325,2.0976,1.8014,1.4601,1.9186,0.9894,1.5089,1.7459,0.4749,1.5266,1.7389,1.1591,1.8938,2.5233,2.045,2.0172
51,1.3787,1.4638,1.4508,0.7526,1.6892,1.2882,0.8966,2.0738,1.112,1.6385,2.0997,1.7985,1.4634,1.9172,0.9789,1.4977,1.7499,0.4874,1.5163,1.7385,1.1654,1.8922,2.521,2.042,2.0128
52,1.3692,1.467,1.4503,0.77,1.6805,1.2735,0.8868,2.0767,1.1214,1.6461,2.1031,1.7957,1.4676,1.9163,0.9666,1.485,1.7554,0.5031,1.5043,1.7385,1.1738,1.8912,2.519,2.0392,2.0083
53,1.36,1.4706,1.45,0.7875,1.672,1.259,0.8774,2.0797,1.1311,1.6538,2.1066,1.7931,1.4722,1.9157,0.9546,1.4724,1.7611,0.5191,1.4926,1.7388,1.1824,1.8904,2.5172,2.0367,2.004
54,1.3406,1.4824,1.4538,0.8331,1.6539,1.227,0.8601,2.0927,1.1596,1.6758,2.1215,1.7905,1.4856,1.9198,0.9248,1.4459,1.7802,0.5628,1.4652,1.7429,1.2089,1.8943,2.5177,2.0363,1.9985
55,1.3441,1.4796,1.4524,0.8233,1.6573,1.2331,0.8628,2.0893,1.1531,1.6709,2.1176,1.7905,1.4825,1.9182,0.931,1.4507,1.7756,0.5532,1.4706,1.7416,1.2028,1.8927,2.5169,2.0356,1.9989
56,1.4842,1.5791,1.6088,0.8863,1.7866,1.4105,1.07,2.2879,1.2934,1.7523,2.3255,1.9341,1.5432,2.1255,0.9407,1.6396,1.9448,0.6701,1.5588,1.8633,1.3621,2.104,2.7148,2.2539,2.1926
57,1.3651,1.4123,1.4349,0.7177,1.6676,1.3319,0.9485,2.1023,1.0974,1.5813,2.1571,1.7752,1.3936,1.9525,0.9215,1.5417,1.7503,0.4855,1.4837,1.6998,1.1654,1.9346,2.5427,2.1033,2.032
58,1.3372,1.3948,1.4169,0.7294,1.6392,1.3106,0.9338,2.0974,1.0951,1.5699,2.16,1.7531,1.3758,1.9439,0.8879,1.5218,1.7439,0.4983,1.4512,1.6792,1.1638,1.9274,2.5295,2.0984,2.0152
59,1.3139,1.3822,1.4043,0.7444,1.6154,1.2932,0.9237,2.0972,1.0977,1.563,2.1668,1.7361,1.3626,1.94,0.8568,1.506,1.7425,0.5152,1.4226,1.6638,1.1671,1.9248,2.5213,2.0977,2.0035
60,1.2911,1.3703,1.3922,0.7603,1.5919,1.2763,0.9146,2.0975,1.1012,1.5568,2.174,1.7195,1.3499,1.9367,0.8256,1.4908,1.7417,0.5335,1.3941,1.6488,1.1713,1.9227,2.5134,2.0974,1.9922
61,1.2685,1.3589,1.3808,0.7772,1.5686,1.26,0.9064,2.0983,1.1056,1.5511,2.1817,1.7034,1.3379,1.9339,0.7945,1.476,1.7415,0.5529,1.3658,1.6342,1.1763,1.9212,2.5059,2.0976,1.9813
62,1.2464,1.3482,1.37,0.795,1.5457,1.2443,0.8993,2.0995,1.1109,1.5461,2.1898,1.6877,1.3265,1.9316,0.7634,1.4618,1.7418,0.5733,1.3376,1.6202,1.1821,1.9202,2.4987,2.0982,1.9708
63,1.2247,1.3382,1.3598,0.8136,1.523,1.2291,0.8933,2.1012,1.1171,1.5417,2.1983,1.6724,1.3158,1.9298,0.7323,1.4482,1.7427,0.5948,1.3095,1.6066,1.1887,1.9196,2.492,2.0994,1.9608
64,1.2034,1.3288,1.3503,0.8329,1.5007,1.2146,0.8883,2.1034,1.124,1.538,2.2072,1.6576,1.3057,1.9285,0.7012,1.435,1.7441,0.617,1.2816,1.5935,1.1961,1.9196,2.4856,2.101,1.9513
65,1.1825,1.3201,1.3415,0.853,1.4787,1.2007,0.8844,2.106,1.1318,1.5348,2.2165,1.6433,1.2964,1.9277,0.6702,1.4225,1.7461,0.6401,1.2538,1.581,1.2043,1.9201,2.4796,2.103,1.9422
66,1.1622,1.3121,1.3333,0.8737,1.457,1.1875,0.8816,2.1091,1.1405,1.5323,2.2262,1.6294,1.2877,1.9275,0.6392,1.4105,1.7487,0.6638,1.2262,1.5689,1.2133,1.9212,2.474,2.1056,1.9336
67,1.1423,1.3048,1.3259,0.8951,1.4357,1.175,0.8799,2.1127,1.1499,1.5305,2.2363,1.616,1.2797,1.9277,0.6083,1.3992,1.7518,0.6882,1.1988,1.5574,1.2229,1.9227,2.4687,2.1086,1.9254
68,1.1229,1.2982,1.3191,0.9171,1.4148,1.1632,0.8794,2.1167,1.1601,1.5293,2.2468,1.6032,1.2724,1.9284,0.5774,1.3884,1.7555,0.7131,1.1716,1.5465,1.2333,1.9247,2.4639,2.112,1.9178
69,1.1016,1.2909,1.3105,0.939,1.3921,1.1491,0.8765,2.1181,1.169,1.5276,2.2547,1.5885,1.2652,1.9265,0.5467,1.3751,1.7572,0.7372,1.1431,1.5343,1.2422,1.924,2.4563,2.1126,1.9075
70,1.0834,1.2858,1.3052,0.9619,1.3719,1.1388,0.8782,2.1231,1.1807,1.5277,2.266,1.5766,1.2595,1.9283,0.516,1.3657,1.762,0.7631,1.1164,1.5244,1.254,1.9271,2.4523,2.117,1.9008
71,1.0657,1.2814,1.3006,0.9854,1.3522,1.1292,0.881,2.1285,1.1931,1.5284,2.2776,1.5653,1.2545,1.9305,0.4853,1.3568,1.7673,0.7894,1.0898,1.5152,1.2665,1.9307,2.4486,2.1218,1.8946
72,1.0487,1.2778,1.2968,1.0093,1.3329,1.1205,0.8849,2.1343,1.2062,1.5298,2.2897,1.5546,1.2502,1.9333,0.4547,1.3487,1.7732,0.816,1.0636,1.5066,1.2796,1.9347,2.4453,2.1271,1.8889
73,1.0324,1.2749,1.2937,1.0336,1.3141,1.1125,0.8899,2.1406,1.22,1.5318,2.3021,1.5444,1.2467,1.9366,0.4243,1.3412,1.7796,0.843,1.0376,1.4986,1.2934,1.9393,2.4424,2.1328,1.8837
74,1.0168,1.2728,1.2913,1.0583,1.2958,1.1054,0.896,2.1473,1.2344,1.5344,2.3149,1.5348,1.2441,1.9404,0.394,1.3345,1.7866,0.8703,1.0119,1.4912,1.3077,1.9444,2.44,2.139,1.879
75,1.0019,1.2715,1.2898,1.0833,1.278,1.0992,0.9031,2.1545,1.2494,1.5377,2.328,1.5257,1.2422,1.9447,0.3638,1.3284,1.794,0.8978,0.9865,1.4844,1.3227,1.9499,2.4379,2.1457,1.8748
76,0.9878,1.271,1.2889,1.1086,1.2607,1.0938,0.9112,2.1621,1.2651,1.5416,2.3415,1.5173,1.2411,1.9495,0.3339,1.3231,1.802,0.9256,0.9615,1.4783,1.3382,1.956,2.4362,2.1527,1.8711
77,0.9745,1.2712,1.2889,1.1343,1.244,1.0893,0.9204,2.1701,1.2813,1.5462,2.3553,1.5095,1.2408,1.9548,0.3044,1.3185,1.8105,0.9536,0.9369,1.4728,1.3543,1.9625,2.435,2.1602,1.868
78,0.9621,1.2722,1.2896,1.1602,1.2278,1.0857,0.9305,2.1785,1.298,1.5514,2.3694,1.5023,1.2413,1.9606,0.2752,1.3146,1.8195,0.9818,0.9127,1.468,1.3709,1.9695,2.4341,2.1682,1.8654
79,0.9505,1.274,1.2911,1.1864,1.2123,1.0829,0.9416,2.1874,1.3153,1.5571,2.3839,1.4957,1.2425,1.9669,0.2465,1.3114,1.829,1.0102,0.889,1.4638,1.388,1.977,2.4337,2.1765,1.8633
80,0.78,1.1023,1.1013,1.1219,1.0468,0.9948,0.8379,2.0152,1.171,1.402,2.2419,1.3071,1.0955,1.7987,0.279,1.1994,1.6519,0.9566,0.7701,1.2789,1.2398,1.8157,2.2529,2.0359,1.6864
81,1.0544,1.2146,1.3169,1.0972,1.2944,1.2745,1.0848,2.2428,1.2794,1.4623,2.4602,1.5276,1.1385,2.0538,0.3027,1.4902,1.8347,0.9714,0.9844,1.4495,1.3751,2.0709,2.5171,2.2975,1.9615
82,0.8672,1.1275,1.1422,1.045,1.1405,1.0434,0.8427,2.0334,1.144,1.4075,2.2392,1.3732,1.1113,1.8273,0.3353,1.2536,1.6631,0.8752,0.877,1.3312,1.2173,1.8399,2.3041,2.0561,1.7435
83,0.8758,1.0773,1.1514,1.0924,1.1158,1.1544,0.9793,2.0966,1.184,1.354,2.3413,1.3509,1.0289,1.9013,0.2491,1.3533,1.6951,0.9649,0.8288,1.2865,1.2721,1.9241,2.3459,2.1625,1.789
84,0.8811,1.1168,1.1845,1.1424,1.1179,1.1501,0.9962,2.1323,1.2341,1.3982,2.3762,1.3733,1.0678,1.9303,0.1978,1.3536,1.7372,1.01,0.811,1.3158,1.32,1.9527,2.3697,2.1861,1.8087
85,0.8893,1.1596,1.2207,1.1959,1.1222,1.1475,1.0162,2.1703,1.2872,1.4456,2.4134,1.3982,1.1103,1.9614,0.1444,1.3552,1.7821,1.0586,0.7948,1.3481,1.371,1.9834,2.3952,2.2116,1.8302
86,0.9041,1.2052,1.261,1.2502,1.1321,1.1507,1.0418,2.2121,1.3424,1.4947,2.4542,1.4275,1.1549,1.9968,0.0943,1.3626,1.8301,1.1089,0.7847,1.384,1.4244,2.0184,2.425,2.2414,1.8565
87,0.9203,1.2519,1.301,1.3032,1.1439,1.1525,1.0654,2.2518,1.3959,1.5449,2.4921,1.4577,1.2017,2.0302,0.0608,1.3683,1.8768,1.1574,0.7783,1.4213,1.476,2.051,2.4534,2.2685,1.8816
88,0.9415,1.2992,1.3438,1.358,1.1592,1.1613,1.0957,2.2948,1.4514,1.5951,2.5341,1.4903,1.2481,2.0675,0.0681,1.3802,1.9258,1.2089,0.7764,1.4599,1.53,2.088,2.485,2.3004,1.9105
89,0.9618,1.3431,1.383,1.409,1.1739,1.1697,1.1241,2.3338,1.5024,1.6417,2.5722,1.5203,1.2919,2.1013,0.106,1.3911,1.9705,1.257,0.7766,1.4957,1.5794,2.1213,2.5134,2.329,1.9366
90,0.9866,1.3919,1.4261,1.4627,1.193,1.1794,1.1541,2.3754,1.5564,1.6931,2.6119,1.5547,1.3408,2.1373,0.1572,1.4034,2.0185,1.3071,0.7822,1.5363,1.6318,2.1567,2.5444,2.359,1.9654
91,1.0158,1.4412,1.4717,1.5179,1.2155,1.196,1.1902,2.4202,1.6123,1.7444,2.6557,1.5912,1.3895,2.1772,0.2112,1.4217,2.0687,1.3599,0.7923,1.5781,1.6864,2.1962,2.5787,2.3937,1.9979
92,1.0442,1.4895,1.5155,1.5727,1.2374,1.2117,1.225,2.4627,1.6666,1.795,2.6972,1.6264,1.4378,2.2148,0.2653,1.4387,2.117,1.4121,0.8036,1.6187,1.7393,2.2335,2.6106,2.4261,2.0283
93,1.0789,1.5413,1.5635,1.6274,1.266,1.2321,1.263,2.5087,1.7226,1.8483,2.7413,1.6668,1.4893,2.2563,0.3219,1.4604,2.1685,1.4644,0.8234,1.6641,1.7942,2.2743,2.6472,2.4618,2.0636
94,1.2268,1.5459,1.6468,1.5973,1.3991,1.4485,1.4214,2.6242,1.7484,1.819,2.8712,1.7567,1.4482,2.3985,0.3724,1.6738,2.2372,1.4718,0.9658,1.7098,1.8398,2.4216,2.7923,2.6321,2.2181
95,1.0338,1.4782,1.5044,1.5664,1.2268,1.2067,1.219,2.4529,1.6573,1.7841,2.6891,1.6149,1.427,2.2055,0.2555,1.4326,2.1064,1.4066,0.7938,1.607,1.7301,2.2246,2.6004,2.4185,2.0184
96,1.0047,1.4479,1.4763,1.5615,1.193,1.2004,1.2141,2.4315,1.6406,1.756,2.6763,1.5812,1.3974,2.1854,0.2362,1.4217,2.0824,1.4059,0.7592,1.5728,1.7138,2.2065,2.5739,2.4055,1.9929
97,0.9764,1.4182,1.4487,1.5576,1.1595,1.1954,1.2105,2.4107,1.6246,1.7283,2.664,1.5477,1.3683,2.1658,0.2223,1.4117,2.0589,1.4063,0.7251,1.539,1.6982,2.189,2.5477,2.393,1.9678
98,0.9537,1.3931,1.4257,1.5532,1.1325,1.1922,1.2076,2.3931,1.6106,1.7047,2.6534,1.5202,1.3436,2.1495,0.2138,1.4044,2.0389,1.4057,0.6982,1.5108,1.6846,2.1745,2.5263,2.3827,1.9475
99,0.9269,1.3642,1.3991,1.5511,1.0998,1.1894,1.2063,2.3731,1.5962,1.6779,2.6421,1.4873,1.3154,2.1309,0.2121,1.3964,2.0162,1.4081,0.6652,1.4774,1.6705,2.1581,2.5007,2.3713,1.9233
100,0.9016,1.337,1.3738,1.5488,1.069,1.1866,1.2046,2.3535,1.5822,1.6528,2.6304,1.4562,1.2893,2.1127,0.2159,1.3884,1.9944,1.41,0.6347,1.4459,1.6567,2.1418,2.4761,2.3597,1.9
101,0.8799,1.3106,1.351,1.549,1.0401,1.1894,1.2083,2.3372,1.5708,1.6279,2.6228,1.4266,1.2631,2.0982,0.2274,1.3856,1.975,1.4152,0.6062,1.4151,1.6459,2.1295,2.4544,2.3525,1.8801
102,0.8564,1.2845,1.3268,1.5486,1.0102,1.1888,1.2087,2.3185,1.5584,1.6037,2.6121,1.396,1.238,2.081,0.2424,1.3795,1.9541,1.4189,0.5773,1.3842,1.6336,2.1143,2.4304,2.342,1.8577
103,0.8368,1.2593,1.3053,1.5506,0.9825,1.194,1.2148,2.3032,1.5487,1.5799,2.6056,1.3672,1.213,2.0676,0.2638,1.3788,1.9358,1.4261,0.5509,1.3542,1.6244,2.1032,2.4095,2.3359,1.8388
104,0.8154,1.2342,1.2824,1.5519,0.9536,1.1957,1.2175,2.2854,1.5378,1.5566,2.5958,1.3373,1.1892,2.0515,0.2864,1.3747,1.9159,1.4317,0.5242,1.3239,1.6136,2.0891,2.3862,2.3265,1.8175
105,0.7951,1.2089,1.2598,1.5555,0.9241,1.2004,1.2234,2.2683,1.5285,1.533,2.5877,1.3066,1.1649,2.0364,0.3147,1.3729,1.8965,1.4403,0.4975,1.2925,1.6043,2.0763,2.3629,2.3186,1.7965
106,0.7794,1.1865,1.2408,1.5587,0.8996,1.2071,1.2306,2.2542,1.5206,1.5118,2.5816,1.2802,1.1431,2.0243,0.3412,1.3738,1.8799,1.4482,0.4768,1.265,1.5968,2.0663,2.3435,2.3133,1.7794
107,0.762,1.1626,1.2199,1.5642,0.8716,1.2142,1.2389,2.2382,1.5131,1.4894,2.5745,1.2504,1.1205,2.0104,0.3732,1.3742,1.8616,1.4587,0.4538,1.2345,1.5893,2.0548,2.321,2.3067,1.7596
108,0.7495,1.141,1.2024,1.5707,0.8478,1.2251,1.2505,2.2256,1.5079,1.4686,2.5706,1.224,1.0993,2.0002,0.4054,1.3787,1.8463,1.4705,0.4365,1.2067,1.5843,2.0468,2.3021,2.3037,1.7438
109,0.9624,1.316,1.4007,1.5559,1.106,1.3051,1.3031,2.4057,1.5999,1.6174,2.7023,1.4721,1.2422,2.1794,0.2604,1.4992,2.0202,1.4419,0.6777,1.4377,1.6853,2.2141,2.5303,2.4486,1.9622
110,1.0485,1.3967,1.5019,1.7183,1.1417,1.4335,1.4684,2.5251,1.7449,1.6946,2.8489,1.5268,1.3093,2.2984,0.4491,1.6151,2.1351,1.6194,0.6991,1.4922,1.833,2.3399,2.6091,2.5817,2.0477
111,1.0129,1.4019,1.4911,1.8994,1.0227,1.4829,1.5776,2.5197,1.8423,1.7134,2.8921,1.4364,1.333,2.2884,0.6798,1.627,2.1446,1.8117,0.5971,1.4254,1.9224,2.3417,2.5252,2.5961,1.9801
